"Name","Type","Resource","Amount","MaxOwnedAmount","TID","InfoTID","Tag1","ExpireTimeInHours","IsInShop","HighlightUnseen","HideWhenPurchased","RandomSelectionWeight","Order","ShowOnlyOnce","MaxPurchaseCount","MaxPurchaseCountAllTime","ValueTID","BillingPackage","CoinCost","GemCost","PurchaseableWithDecoGems","AutoGemCostPct","AutoAmountPct","Worker","Building","OfferMovieClip","Potion","PotionLevel","WorkerForSkin","Worker2ForSkin","Skin","BuildingSkin","GroupOverride","IconSWF","IconExportName","IconBackgroundFrameLabel","ProductIconBackgroundFrameLabel","CharacterFrameLabel","CharacterMovieClip","BackgroundMovieClip","ConfirmPopupIconExportName","AnimateMovieClip","InFixedCategory","RequiredTech","MinVillageXPLevel","MaxVillageXPLevel","UnlockVillageXPLevel","VillageXPLevelRemove","MustBeInValley","OverrideProductIconMovieClip","ProductInfoTitleTID","ProductInfoTID","ProductInfoConfirmPopupTID","Comments"
"Shop0023_AutoResource_Freebie4","AutoResource",,,,"TID_SHOP_ITEM_TITLE",,"DailyOffers_Freebie",,"TRUE","TRUE",,20,1,,1,,,,,,,0,30,,,,,,,,,,,"sc/ui.sc",,"free",,,,,"shop_item_confirm_special_popup",,,,,,,,,,,,,
"Shop0024_AutoResource_Freebie5","AutoResource",,,,"TID_SHOP_ITEM_TITLE",,"DailyOffers_Freebie",,"TRUE","TRUE",,20,1,,1,,,,,,,0,30,,,,,,,,,,,"sc/ui.sc",,"free",,,,,"shop_item_confirm_special_popup",,,,,,,,,,,,,
"Shop0025_AutoResource_Freebie6","AutoResource",,,,"TID_SHOP_ITEM_TITLE",,"DailyOffers_Freebie",,"TRUE","TRUE",,20,1,,1,,,,,,,0,30,,,,,,,,,,,"sc/ui.sc",,"free",,,,,"shop_item_confirm_special_popup",,,,,,,,,,,,,
"Shop0026_AutoResource_Freebie7","AutoResource",,,,"TID_SHOP_ITEM_TITLE",,"DailyOffers_Freebie",,"TRUE","TRUE",,20,1,,1,,,,,,,0,30,,,,,,,,,,,"sc/ui.sc",,"free",,,,,"shop_item_confirm_special_popup",,,,,,,,,,,,,
"Shop0027_AutoResource_Freebie8","AutoResource",,,,"TID_SHOP_ITEM_TITLE",,"DailyOffers_Freebie",,"TRUE","TRUE",,20,1,,1,,,,,,,0,30,,,,,,,,,,,"sc/ui.sc",,"free",,,,,"shop_item_confirm_special_popup",,,,,,,,,,,,,
"Shop0028_Resource_Free_Coins","Resource","Coins",100,,"TID_SHOP_ITEM_TITLE",,"DailyOffers_Freebie",,"TRUE","TRUE",,10,1,,1,,,,,0,,,,,,,,,,,,,,"sc/ui.sc",,"free",,,,,"shop_item_confirm_special_popup",,,,5,,,,,,,,,
"Shop0029_Resource_Free_BoostTokens","Resource","FountainBoost",5,,"TID_SHOP_ITEM_TITLE",,"DailyOffers_Freebie",,"TRUE","TRUE",,10,1,,1,,,,,0,,,,,,,,,,,,,,"sc/ui.sc",,"free",,,,,"shop_item_confirm_special_popup",,,,5,,,,,,,,,
"Shop0030_Resource_Free_Scrolls","KnowledgePoints",,20,,"TID_SHOP_ITEM_TITLE",,"DailyOffers_Freebie",,"TRUE","TRUE",,10,1,,1,,,,,0,,,,,,,,,,,,,,"sc/ui.sc",,"free",,,,,"shop_item_confirm_special_popup",,,,5,,,,,,,,,
"Shop0031_Potion_NoFood1","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",1,,1,,,,,30,,,,,,,"PotionNoFood",1,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,4,6,,,,,,,,"Edits for Update1: Potion shop XP level ranges changed to give more relevantofferings"
"Shop0032_Potion_NoFood2","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",2,,1,,,,,60,,,,,,,"PotionNoFood",2,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,5,15,,,,,,,,
"Shop0033_Potion_NoFood3","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",3,,1,,,,,90,,,,,,,"PotionNoFood",3,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,8,,,,,,,,,
"Shop0034_Potion_Lumberjack1","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",1,,1,,,,,30,,,,,,,"PotionSpeedLumberjack",1,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,4,6,,,,,,,,
"Shop0035_Potion_Lumberjack2","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",2,,1,,,,,60,,,,,,,"PotionSpeedLumberjack",2,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,5,15,,,,,,,,
"Shop0036_Potion_Lumberjack3","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",3,,1,,,,,90,,,,,,,"PotionSpeedLumberjack",3,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,8,,,,,,,,,
"Shop0037_Potion_Farmer1","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",1,,1,,,,,30,,,,,,,"PotionSpeedFarmer",1,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,4,6,,,,,,,,
"Shop0038_Potion_Farmer2","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",2,,1,,,,,60,,,,,,,"PotionSpeedFarmer",2,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,5,15,,,,,,,,
"Shop0039_Potion_Farmer3","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",3,,1,,,,,90,,,,,,,"PotionSpeedFarmer",3,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,8,,,,,,,,,
"Shop0040_Potion_Researcher1","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",1,,1,,,,,30,,,,,,,"PotionSpeedResearcher",1,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,4,6,,,,,,,,
"Shop0041_Potion_Researcher2","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",2,,1,,,,,60,,,,,,,"PotionSpeedResearcher",2,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,6,15,,,,,,,,
"Shop0042_Potion_Researcher3","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",3,,1,,,,,90,,,,,,,"PotionSpeedResearcher",3,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,8,,,,,,,,,
"Shop0043_Potion_ClayDigger1","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",1,,1,,,,,30,,,,,,,"PotionSpeedClaydigger",1,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,4,6,,,,,,,,
"Shop0044_Potion_ClayDigger2","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",2,,1,,,,,60,,,,,,,"PotionSpeedClaydigger",2,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,5,15,,,,,,,,
"Shop0045_Potion_ClayDigger3","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",3,,1,,,,,90,,,,,,,"PotionSpeedClaydigger",3,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,8,,,,,,,,,
"Shop0046_Potion_Stonemason1","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",1,,1,,,,,30,,,,,,,"PotionSpeedStonemason",1,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,5,6,,,,,,,,
"Shop0047_Potion_Stonemason2","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",2,,1,,,,,60,,,,,,,"PotionSpeedStonemason",2,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,6,15,,,,,,,,
"Shop0048_Potion_Stonemason3","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",3,,1,,,,,90,,,,,,,"PotionSpeedStonemason",3,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,8,,,,,,,,,
"Shop0049_Potion_BrickMaker1","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",1,,1,,,,,30,,,,,,,"PotionSpeedBrickmaker",1,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,1,1,,,,,,,,
"Shop0050_Potion_BrickMaker2","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",2,,1,,,,,60,,,,,,,"PotionSpeedBrickmaker",2,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,11,15,,,,,,,,
"Shop0051_Potion_BrickMaker3","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",3,,1,,,,,90,,,,,,,"PotionSpeedBrickmaker",3,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,11,,,,,,,,,
"Shop0052_Potion_Sawyer1","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",1,,1,,,,,30,,,,,,,"PotionSpeedSawyer",1,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,1,1,,,,,,,,
"Shop0053_Potion_Sawyer2","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",2,,1,,,,,60,,,,,,,"PotionSpeedSawyer",2,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,11,15,,,,,,,,
"Shop0054_Potion_Sawyer3","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"Potions",,"FALSE",,,"1",3,,1,,,,,90,,,,,,,"PotionSpeedSawyer",3,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,11,,,,,,,,,
"Shop0055_Potion_NoFood1_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",1,,1,,"TID_SHOP_MINUS_50_PCT",,,15,,,,,,,"PotionNoFood",1,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,5,6,,,,,,,,
"Shop0056_Potion_NoFood2_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",2,,1,,"TID_SHOP_MINUS_50_PCT",,,30,,,,,,,"PotionNoFood",2,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,6,15,,,,,,,,
"Shop0057_Potion_NoFood3_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",3,,1,,"TID_SHOP_MINUS_50_PCT",,,45,,,,,,,"PotionNoFood",3,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,8,,,,,,,,,
"Shop0058_Potion_Lumberjack1_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",1,,1,,"TID_SHOP_MINUS_50_PCT",,,15,,,,,,,"PotionSpeedLumberjack",1,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,5,6,,,,,,,,
"Shop0059_Potion_Lumberjack2_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",2,,1,,"TID_SHOP_MINUS_50_PCT",,,30,,,,,,,"PotionSpeedLumberjack",2,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,6,11,,,,,,,,
"Shop0060_Potion_Lumberjack3_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",3,,1,,"TID_SHOP_MINUS_50_PCT",,,45,,,,,,,"PotionSpeedLumberjack",3,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,8,,,,,,,,,
"Shop0061_Potion_Farmer1_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",1,,1,,"TID_SHOP_MINUS_50_PCT",,,15,,,,,,,"PotionSpeedFarmer",1,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,5,6,,,,,,,,
"Shop0062_Potion_Farmer2_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",2,,1,,"TID_SHOP_MINUS_50_PCT",,,30,,,,,,,"PotionSpeedFarmer",2,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,6,15,,,,,,,,
"Shop0063_Potion_Farmer3_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",3,,1,,"TID_SHOP_MINUS_50_PCT",,,45,,,,,,,"PotionSpeedFarmer",3,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,8,,,,,,,,,
"Shop0064_Potion_Researcher1_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",1,,1,,"TID_SHOP_MINUS_50_PCT",,,15,,,,,,,"PotionSpeedResearcher",1,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,5,6,,,,,,,,
"Shop0065_Potion_Researcher2_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",2,,1,,"TID_SHOP_MINUS_50_PCT",,,30,,,,,,,"PotionSpeedResearcher",2,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,7,15,,,,,,,,
"Shop0066_Potion_Researcher3_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",3,,1,,"TID_SHOP_MINUS_50_PCT",,,45,,,,,,,"PotionSpeedResearcher",3,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,8,,,,,,,,,
"Shop0067_Potion_ClayDigger1_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",1,,1,,"TID_SHOP_MINUS_50_PCT",,,15,,,,,,,"PotionSpeedClaydigger",1,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,5,6,,,,,,,,
"Shop0068_Potion_ClayDigger2_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",2,,1,,"TID_SHOP_MINUS_50_PCT",,,30,,,,,,,"PotionSpeedClaydigger",2,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,6,11,,,,,,,,
"Shop0069_Potion_ClayDigger3_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",3,,1,,"TID_SHOP_MINUS_50_PCT",,,45,,,,,,,"PotionSpeedClaydigger",3,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,8,,,,,,,,,
"Shop0070_Potion_Stonemason1_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",1,,1,,"TID_SHOP_MINUS_50_PCT",,,15,,,,,,,"PotionSpeedStonemason",1,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,6,6,,,,,,,,
"Shop0071_Potion_Stonemason2_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",2,,1,,"TID_SHOP_MINUS_50_PCT",,,30,,,,,,,"PotionSpeedStonemason",2,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,7,11,,,,,,,,
"Shop0072_Potion_Stonemason3_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",3,,1,,"TID_SHOP_MINUS_50_PCT",,,45,,,,,,,"PotionSpeedStonemason",3,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,8,,,,,,,,,
"Shop0073_Potion_BrickMaker1_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",1,,1,,"TID_SHOP_MINUS_50_PCT",,,15,,,,,,,"PotionSpeedBrickmaker",1,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,1,1,,,,,,,,
"Shop0074_Potion_BrickMaker2_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",2,,1,,"TID_SHOP_MINUS_50_PCT",,,30,,,,,,,"PotionSpeedBrickmaker",2,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,11,11,,,,,,,,
"Shop0075_Potion_BrickMaker3_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",3,,1,,"TID_SHOP_MINUS_50_PCT",,,45,,,,,,,"PotionSpeedBrickmaker",3,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,11,,,,,,,,,
"Shop0076_Potion_Sawyer1_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",1,,1,,"TID_SHOP_MINUS_50_PCT",,,15,,,,,,,"PotionSpeedSawyer",1,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,1,1,,,,,,,,
"Shop0077_Potion_Sawyer2_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",2,,1,,"TID_SHOP_MINUS_50_PCT",,,30,,,,,,,"PotionSpeedSawyer",2,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,11,11,,,,,,,,
"Shop0078_Potion_Sawyer3_Discount","Potion",,1,,"TID_SHOP_ITEM_TITLE",,"PotionsDiscount",,"TRUE",,,"1",3,,1,,"TID_SHOP_MINUS_50_PCT",,,45,,,,,,,"PotionSpeedSawyer",3,,,,,,"sc/ui.sc",,"value",,,,,"shop_item_confirm_special_popup",,,,11,,,,,,,,,
"Shop0079_Shop_RentAWorker","RentAWorker",,48,720,"TID_SHOP_ITEM_TITLE","TID_SHOP_WORKER_SUBTITLE","RentAWorker",,"TRUE",,,"1",1,,,,,,,200,,,,"TempWorker",,,,,,,,,,"sc/ui.sc","shop_offer_small_worker","worker",,,,,"shop_item_confirm_subscription_popup","sc/ui.sc#offer_animation_template",,,3,,,,,,"TID_SHOP_WORKER_DESCRIPTION_TITLE","TID_SHOP_WORKER_DESCRIPTION","TID_SHOP_WORKER_DESCRIPTION_CONFIRM_POPUP",
"Shop0080_Deco_Normal_FlowerBedBluebells","Decoration",,1,,"TID_SHOP_ITEM_TITLE",,"AlwaysAvailableFlowers",,"TRUE","TRUE",,"1",2,,500,,,,,12,"TRUE",,,,"FlowerBedBluebells",,,,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,4,,4,,,,,,,
"Shop0081_Deco_Normal_FlowerBedTulips","Decoration",,1,,"TID_SHOP_ITEM_TITLE",,"AlwaysAvailableFlowers",,"TRUE","TRUE",,"1",2,,500,,,,,12,"TRUE",,,,"FlowerBedTulips",,,,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,4,,4,,,,,,,
"Shop0082_Deco_Normal_FlowerBedSunflowers","Decoration",,1,,"TID_SHOP_ITEM_TITLE",,"AlwaysAvailableFlowers",,"TRUE","TRUE",,"1",2,,500,,,,,12,"TRUE",,,,"FlowerBedSunflowers",,,,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,4,,6,,,,,,,
"Shop0083_Deco_Normal_Campers_Flowers_Pink","Decoration",,1,,"TID_SHOP_ITEM_TITLE",,"AlwaysAvailableFlowers",,"TRUE","TRUE",,"1",2,,500,,,,,8,"TRUE",,,,"Campers_Flowers_Pink",,,,,,,,,"sc/ui.sc",,"basic",,,,,"shop_item_confirm_special_popup",,,,4,,8,,,,,,,
