"Name","TID","TIDUnconstructed","InfoTitleTID","InfoTID","InfoTIDUnconstructed","NPCGreetingTID","BeginBuildResource","BeginBuildCost","BuildResource1","BuildCost1","BuildResource2","BuildCost2","BuildResource3","BuildCost3","BuildResource4","BuildCost4","BuildResource5","BuildCost5","BuildingClass","ShopBuildingClass","GroundLayer","IconSWF","XP","SCW","SCWRotated","SCWBase","SCWUnconstructed","SCWConstruction","SCWConstructionExtra","SCWClaim","SCWUiBase","SCWAreaGreen","SCWAreaRed","CollisionShape","Scale","MoveResource","TerrainHoleSize","ColorizeMaterials","MoveCost","TownHallLevel","Width","Height","WalkableBorder","IgnoreAdjacentBuildingSpace","ObstacleGrowthDistance","Icon","MaxStoredFountainBoost","MaxStoredWood","MaxStoredBread","MaxStoredStone","MaxStoredFood","MaxStoredClay","MaxStoredPotionIngredient1","MaxStoredPotionIngredient2","MaxStoredPotionIngredient3","MaxStoredPotionIngredient4","MaxStoredPotionIngredient5","MaxStoredPotionIngredient6","MaxStoredCoins","MaxStoredWool","MaxStoredWheat","MaxStoredBerry","MaxStoredMushroom","MaxStoredEgg","MaxStoredBerryPie","MaxStoredBerryCake","MaxStoredFish","MaxStoredCotton","MaxStoredIndigo","MaxStoredSugar","MaxStoredSalt","MaxStoredSugarApple","MaxStoredHoneyCookie","MaxStoredFishPie","MaxStoredApplePie","MaxStoredCakeRoyale","MaxStoredSaltedFish","MaxStoredSaltPot","MaxStoredHoneyPot","MaxStoredAppleJam","MaxStoredSweetHerring","MaxStoredDyeRed","MaxStoredDyeYellow","MaxStoredDyeBlue","MaxStoredDyeGreen","MaxStoredDyeOrange","MaxStoredDyePurple","MaxStoredDyeRainbow","MaxStoredPlushie","MaxStoredRuneGame","MaxStoredWoodenDuck","MaxStoredMarbles","MaxStoredWoodenDoll","MaxStoredSocks","MaxStoredTrousers","MaxStoredHat","MaxStoredTunic","MaxStoredShirt","MaxStoredDress","MaxStoredJacket","MaxStoredRainbowSuit","MaxStoredFigurine","MaxStoredPottery","MaxStoredStatuette","MaxStoredAppleJuice","MaxStoredFlour","MaxStoredHoney","MaxStoredApple","MaxStoredCarrot","MaxStoredIronOre","MaxStoredIronBar","MaxStoredNails","MaxStoredReinforcedPlank","MaxStoredIronSculpture","MaxStoredPickledEggs","MaxStoredCacaoBeans","MaxStoredSilkCocoon","MaxStoredChocolate","MaxStoredSilkSpool","MaxStoredSilkCloth","MaxStoredMilk","MaxStoredCream","MaxStoredButter","MaxStoredCheese","MaxStoredChocolateMousse","MaxStoredMudcake","MaxStoredGrilledCheese","MaxStoredJellyBeans","MaxStoredCottonCandy","MaxStoredRaspberryBar","MaxStoredChocolateHerring","MaxStoredChocolatePralines","MaxStoredFudge","MaxStoredPreservedCheese","MaxStoredYoghurt","MaxStoredSilkScarf","MaxStoredSilkTie","MaxStoredFancyDoll","MaxStoredIronToy","StartingResourcePercent","StartingPotionIngredient1","StartingPotionIngredient2","StartingPotionIngredient3","StartingPotionIngredient4","StartingPotionIngredient5","StartingPotionIngredient6","Profession","AssignRequiredSkill","MaxWorkers","MaxAutomaticallyProducedResources","ProducesResource","ResourceBatchSeconds","ResourceBatchSize","AutomaticResourceBatchSeconds","AutomaticResourceBatchSize","LimitedResourceProduction","AutomaticResourceProductionActiveWhenFull","AutomaticResourceSynchronizeBatchesToDay","HideWorkSiteHUD","DisableBoostEffectToProduction","ResourceMax","InputResource","InputResourceType","InputPerBatch","HarvestResource","WorkPos1","WorkAnim1","WorkPos2","WorkAnim2","PickUpEffect","PlacingEffect","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","AmountCanBeUpgraded","Workers","SpawnResourceData","SpawnResourcePlantSeconds","SpawnResourceAverageSeconds","SpawnResourceHarvestSeconds","SpawnCount","SpawnPos1","SpawnSCW1","SpawnPos2","SpawnSCW2","SpawnPos3","SpawnSCW3","SpawnPos4","SpawnSCW4","SpawnPos5","SpawnSCW5","SpawnPos6","SpawnSCW6","SpawnPos7","SpawnSCW7","SpawnPos8","SpawnSCW8","SpawnPos9","SpawnSCW9","Passable","SoftBlocking","SpeedPercentage","RandomDirection","RandomYaw","RandomPitch","RandomScale","RandomBaseDirection","RandomBaseYaw","StoredResourceNodePrefix","StoredResourceNode2Prefix","StoredResourceGfxSCW","StoredResourceCountPerObject","RequestAmount","RequestExpiryMinutes","RequestCooldownMinutes","DonationLimit","DonationMoveSpeed","DonationCooldownSeconds","ConstantEffect","VillageTaskProvider","VillageTaskFulfiller","EffectActivePos","EffectActiveName","EffectBoostPos","EffectBoostName","EffectBoostScalePercent","ForceNonInteractive","NPC","NPCPlacement","CanBeBatched","IconCameraZoom","IconCameraY","SpawnAnimal","UIBackgroundExportName","LocationSound","UpgradeSignX","UpgradeSignY","UpgradeSignZ","UpgradeSignScale","AnimationAlwaysOn","TouchEffect","IsTaskFulfiller","PremiumTradePartner","ValleyLODScale","ValleyLODMoveFactor","HelpArticle","SkinOfferGroup","TimeOfferGroup"
,,,,,,,"Coins",11500,"Brick",620,"Clay",920,,,,,,,,,,,1,"sc3d/bldv_villagesquare_lv10_geo.glb",,,,,,,,,,,,,,,,,,,,,,,10000,,40,,160,,,,,,,,3000,,160,160,160,160,40,40,160,,,160,160,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,160,160,160,,,,,,,,800,,160,,,160,40,40,40,40,40,40,40,40,40,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"true","Tap_village_kitchen_soup",,,,,,,
,,,,,,,"Coins",12500,"Brick",680,"Plank",610,,,,,,,,,,,1,"sc3d/bldv_villagesquare_lv11_geo.glb",,,,,,,,,,,,,,,,,,,,,,,10000,,45,,180,,,,,,,,3000,,180,180,180,180,45,45,180,,,180,180,45,45,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,180,180,180,,,,,,,,900,,180,,,180,45,45,45,45,45,45,45,45,45,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"true","Tap_village_kitchen_soup",,,,,,,
,,,,,,,"Coins",13600,"Brick",740,"Plank",660,,,,,,,,,,,1,"sc3d/bldv_villagesquare_lv12_geo.glb",,,,,,,,,,,,,,,,,,,,,,,10000,,50,,200,,,,,,,,3000,,200,200,200,200,50,50,200,,,200,200,50,50,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,200,200,200,,,,,,,,1000,,200,,,200,50,50,50,50,50,50,50,50,50,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"true","Tap_village_kitchen_soup",,,,,,,
"WoodStorage","TID_BUILDING_WOOD_STORAGE",,"TID_INFO_TITLE_STORAGE","TID_BUILDING_WOOD_STORAGE_INFO",,,"Coins",50,"Wood",1,,0,,,,,,,"Resource",,,,1,"sc3d/bldv_wood_storage_lv1_geo.glb",,"sc3d/bldv_base_storage_2x2.glb",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_3_geo",,"sc3d/bldv_construction_{w}x{w}_geo.glb#bldv_construction_state_5_geo","sc3d/ui_base_{w}x{w}_geo.glb","sc3d/bldv_marker_4x4_geo.glb","sc3d/bldv_marker_4x4_geo.glb","Storage",100,"Crate",0,,5,,2,2,,"false",2,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up","Generic Placing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"false",,,,5,,5,"true",5,"log_",,,,,,,,,,,"false",,,,,,,,,,"true",300,50,,,"Tap_Wood_Storage",0,0,0,100,,"Tap_wood_storage",,,100,100,,,
,,,,,,,"Coins",80,"Wood",2,,0,,,,,,,,,,,1,"sc3d/bldv_wood_storage_lv2_geo.glb",,,,,"sc3d/bldv_construction_upgrade_{w}x{w}_geo.glb",,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_wood_storage",,,,,,,
,,,,,,,"Coins",150,"Wood",15,,0,,,,,,,,,,,1,"sc3d/bldv_wood_storage_lv3_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_wood_storage",,,,,,,
,,,,,,,"Coins",1100,"Wood",80,"Clay",30,,,,,,,,,,,1,"sc3d/bldv_wood_storage_lv4_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_wood_storage",,,,,,,
,,,,,,,"Coins",1250,"Wood",160,"Clay",100,,,,,,,,,,,1,"sc3d/bldv_wood_storage_lv5_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_wood_storage",,,,,,,
,,,,,,,"Coins",3750,"Wood",470,"Clay",300,,,,,,,,,,,1,"sc3d/bldv_wood_storage_lv6_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_wood_storage",,,,,,,
,,,,,,,"Coins",6200,"Wood",780,"Clay",500,,,,,,,,,,,1,"sc3d/bldv_wood_storage_lv7_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_wood_storage",,,,,,,
,,,,,,,"Coins",12900,"Plank",790,"Clay",1050,,,,,,,,,,,1,"sc3d/bldv_wood_storage_lv8_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_wood_storage",,,,,,,
,,,,,,,"Coins",16500,"Plank",1000,"Clay",1300,,,,,,,,,,,1,"sc3d/bldv_wood_storage_lv9_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_wood_storage",,,,,,,
,,,,,,,"Coins",18800,"Plank",1150,"Clay",1500,,,,,,,,,,,1,"sc3d/bldv_wood_storage_lv10_geo.glb",,,,,,,,,,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_wood_storage",,,,,,,
,,,,,,,"Coins",20900,"Plank",1250,"Stone",1650,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic Pick Up",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Tap_wood_storage",,,,,,,
